"first","second"
"175.9755 , 151.98 , 45.9765","120.9975 , 41.9985 , 24.99"
"175.9755 , 151.98 , 45.9765","246.993 , 153.9945 , 161.976"
"175.9755 , 151.98 , 45.9765","226.9755 , 97.9965 , 100.98"
"175.9755 , 151.98 , 45.9765","210.987 , 121.992 , 125.9955"
"175.9755 , 151.98 , 45.9765","218.994 , 11.985 , 39.984"
"175.9755 , 151.98 , 45.9765","150.9855 , 72.981 , 75.99"
"175.9755 , 151.98 , 45.9765","155.9835 , 8.976 , 26.979"
"175.9755 , 151.98 , 45.9765","89.9895 , 29.988 , 31.977"
"175.9755 , 151.98 , 45.9765","1.989 , 3.978 , 0.9945"
"175.9755 , 151.98 , 45.9765","41.9985 , 48.9855 , 40.9785"
"175.9755 , 151.98 , 45.9765","89.9895 , 95.982 , 81.9825"
"175.9755 , 151.98 , 45.9765","93.993 , 99.9855 , 85.986"
"175.9755 , 151.98 , 45.9765","126.99 , 130.9935 , 116.994"
"175.9755 , 151.98 , 45.9765","157.998 , 161.976 , 147.9765"
"175.9755 , 151.98 , 45.9765","180.999 , 186.9915 , 172.992"
"175.9755 , 151.98 , 45.9765","216.9795 , 218.994 , 205.989"
"175.9755 , 151.98 , 45.9765","246.993 , 247.9875 , 241.995"
"170.9775 , 143.9985 , 2.9835","170.9775 , 143.9985 , 2.9835"
"170.9775 , 143.9985 , 2.9835","104.9835 , 90.984 , 20.9865"
"170.9775 , 143.9985 , 2.9835","250.9965 , 200.991 , 141.984"
"170.9775 , 143.9985 , 2.9835","251.991 , 166.9995 , 40.9785"
"170.9775 , 143.9985 , 2.9835","228.99 , 154.989 , 91.9785"
"170.9775 , 143.9985 , 2.9835","255 , 143.9985 , 0"
"170.9775 , 143.9985 , 2.9835","174.981 , 120.9975 , 60.996"
"170.9775 , 143.9985 , 2.9835","172.992 , 100.98 , 1.989"
"170.9775 , 143.9985 , 2.9835","118.983 , 69.9975 , 11.985"
"170.9775 , 143.9985 , 2.9835","250.9965 , 175.9755 , 153"
"170.9775 , 143.9985 , 2.9835","251.991 , 112.9905 , 46.9965"
"170.9775 , 143.9985 , 2.9835","230.979 , 126.99 , 114.9795"
"170.9775 , 143.9985 , 2.9835","232.9935 , 52.989 , 6.987"
"170.9775 , 143.9985 , 2.9835","162.996 , 87.975 , 57.987"
"170.9775 , 143.9985 , 2.9835","165.9795 , 26.979 , 1.989"
"170.9775 , 143.9985 , 2.9835","120.9975 , 41.9985 , 24.99"
"170.9775 , 143.9985 , 2.9835","246.993 , 153.9945 , 161.976"
"170.9775 , 143.9985 , 2.9835","226.9755 , 97.9965 , 100.98"
"170.9775 , 143.9985 , 2.9835","210.987 , 121.992 , 125.9955"
"170.9775 , 143.9985 , 2.9835","218.994 , 11.985 , 39.984"
"170.9775 , 143.9985 , 2.9835","150.9855 , 72.981 , 75.99"
"170.9775 , 143.9985 , 2.9835","155.9835 , 8.976 , 26.979"
"170.9775 , 143.9985 , 2.9835","89.9895 , 29.988 , 31.977"
"170.9775 , 143.9985 , 2.9835","1.989 , 3.978 , 0.9945"
"170.9775 , 143.9985 , 2.9835","41.9985 , 48.9855 , 40.9785"
"170.9775 , 143.9985 , 2.9835","89.9895 , 95.982 , 81.9825"
"170.9775 , 143.9985 , 2.9835","93.993 , 99.9855 , 85.986"
"170.9775 , 143.9985 , 2.9835","126.99 , 130.9935 , 116.994"
"170.9775 , 143.9985 , 2.9835","157.998 , 161.976 , 147.9765"
"170.9775 , 143.9985 , 2.9835","180.999 , 186.9915 , 172.992"
"170.9775 , 143.9985 , 2.9835","216.9795 , 218.994 , 205.989"
"170.9775 , 143.9985 , 2.9835","246.993 , 247.9875 , 241.995"
"104.9835 , 90.984 , 20.9865","104.9835 , 90.984 , 20.9865"
"104.9835 , 90.984 , 20.9865","250.9965 , 200.991 , 141.984"
"104.9835 , 90.984 , 20.9865","251.991 , 166.9995 , 40.9785"
"104.9835 , 90.984 , 20.9865","228.99 , 154.989 , 91.9785"
"104.9835 , 90.984 , 20.9865","255 , 143.9985 , 0"
"104.9835 , 90.984 , 20.9865","174.981 , 120.9975 , 60.996"
"104.9835 , 90.984 , 20.9865","172.992 , 100.98 , 1.989"
"104.9835 , 90.984 , 20.9865","118.983 , 69.9975 , 11.985"
"104.9835 , 90.984 , 20.9865","250.9965 , 175.9755 , 153"
"104.9835 , 90.984 , 20.9865","251.991 , 112.9905 , 46.9965"
"104.9835 , 90.984 , 20.9865","230.979 , 126.99 , 114.9795"
"104.9835 , 90.984 , 20.9865","232.9935 , 52.989 , 6.987"
"104.9835 , 90.984 , 20.9865","162.996 , 87.975 , 57.987"
"104.9835 , 90.984 , 20.9865","165.9795 , 26.979 , 1.989"
"104.9835 , 90.984 , 20.9865","120.9975 , 41.9985 , 24.99"
"104.9835 , 90.984 , 20.9865","246.993 , 153.9945 , 161.976"
"104.9835 , 90.984 , 20.9865","226.9755 , 97.9965 , 100.98"
"104.9835 , 90.984 , 20.9865","210.987 , 121.992 , 125.9955"
"104.9835 , 90.984 , 20.9865","218.994 , 11.985 , 39.984"
"104.9835 , 90.984 , 20.9865","150.9855 , 72.981 , 75.99"
"104.9835 , 90.984 , 20.9865","155.9835 , 8.976 , 26.979"
"104.9835 , 90.984 , 20.9865","89.9895 , 29.988 , 31.977"
"104.9835 , 90.984 , 20.9865","1.989 , 3.978 , 0.9945"
"104.9835 , 90.984 , 20.9865","41.9985 , 48.9855 , 40.9785"
"104.9835 , 90.984 , 20.9865","89.9895 , 95.982 , 81.9825"
"104.9835 , 90.984 , 20.9865","93.993 , 99.9855 , 85.986"
"104.9835 , 90.984 , 20.9865","126.99 , 130.9935 , 116.994"
"104.9835 , 90.984 , 20.9865","157.998 , 161.976 , 147.9765"
"104.9835 , 90.984 , 20.9865","180.999 , 186.9915 , 172.992"
"104.9835 , 90.984 , 20.9865","216.9795 , 218.994 , 205.989"
"104.9835 , 90.984 , 20.9865","246.993 , 247.9875 , 241.995"
"250.9965 , 200.991 , 141.984","250.9965 , 200.991 , 141.984"
"250.9965 , 200.991 , 141.984","251.991 , 166.9995 , 40.9785"
"250.9965 , 200.991 , 141.984","228.99 , 154.989 , 91.9785"
"250.9965 , 200.991 , 141.984","255 , 143.9985 , 0"
"250.9965 , 200.991 , 141.984","174.981 , 120.9975 , 60.996"
"250.9965 , 200.991 , 141.984","172.992 , 100.98 , 1.989"
"250.9965 , 200.991 , 141.984","118.983 , 69.9975 , 11.985"
"250.9965 , 200.991 , 141.984","250.9965 , 175.9755 , 153"
"250.9965 , 200.991 , 141.984","251.991 , 112.9905 , 46.9965"
"250.9965 , 200.991 , 141.984","230.979 , 126.99 , 114.9795"
"250.9965 , 200.991 , 141.984","232.9935 , 52.989 , 6.987"
"250.9965 , 200.991 , 141.984","162.996 , 87.975 , 57.987"
"250.9965 , 200.991 , 141.984","165.9795 , 26.979 , 1.989"
"250.9965 , 200.991 , 141.984","120.9975 , 41.9985 , 24.99"
"250.9965 , 200.991 , 141.984","246.993 , 153.9945 , 161.976"
"250.9965 , 200.991 , 141.984","226.9755 , 97.9965 , 100.98"
"250.9965 , 200.991 , 141.984","210.987 , 121.992 , 125.9955"
"250.9965 , 200.991 , 141.984","218.994 , 11.985 , 39.984"
"250.9965 , 200.991 , 141.984","150.9855 , 72.981 , 75.99"
"250.9965 , 200.991 , 141.984","155.9835 , 8.976 , 26.979"
"250.9965 , 200.991 , 141.984","89.9895 , 29.988 , 31.977"
"250.9965 , 200.991 , 141.984","1.989 , 3.978 , 0.9945"
"250.9965 , 200.991 , 141.984","41.9985 , 48.9855 , 40.9785"
"250.9965 , 200.991 , 141.984","89.9895 , 95.982 , 81.9825"
"250.9965 , 200.991 , 141.984","93.993 , 99.9855 , 85.986"
"250.9965 , 200.991 , 141.984","126.99 , 130.9935 , 116.994"
"250.9965 , 200.991 , 141.984","157.998 , 161.976 , 147.9765"
"250.9965 , 200.991 , 141.984","180.999 , 186.9915 , 172.992"
"250.9965 , 200.991 , 141.984","216.9795 , 218.994 , 205.989"
"250.9965 , 200.991 , 141.984","246.993 , 247.9875 , 241.995"
"251.991 , 166.9995 , 40.9785","251.991 , 166.9995 , 40.9785"
"251.991 , 166.9995 , 40.9785","228.99 , 154.989 , 91.9785"
"251.991 , 166.9995 , 40.9785","255 , 143.9985 , 0"
"251.991 , 166.9995 , 40.9785","174.981 , 120.9975 , 60.996"
"251.991 , 166.9995 , 40.9785","172.992 , 100.98 , 1.989"
"251.991 , 166.9995 , 40.9785","118.983 , 69.9975 , 11.985"
"251.991 , 166.9995 , 40.9785","250.9965 , 175.9755 , 153"
"251.991 , 166.9995 , 40.9785","251.991 , 112.9905 , 46.9965"
"251.991 , 166.9995 , 40.9785","230.979 , 126.99 , 114.9795"
"251.991 , 166.9995 , 40.9785","232.9935 , 52.989 , 6.987"
"251.991 , 166.9995 , 40.9785","162.996 , 87.975 , 57.987"
"251.991 , 166.9995 , 40.9785","165.9795 , 26.979 , 1.989"
"251.991 , 166.9995 , 40.9785","120.9975 , 41.9985 , 24.99"
"251.991 , 166.9995 , 40.9785","246.993 , 153.9945 , 161.976"
"251.991 , 166.9995 , 40.9785","226.9755 , 97.9965 , 100.98"
"251.991 , 166.9995 , 40.9785","210.987 , 121.992 , 125.9955"
"251.991 , 166.9995 , 40.9785","218.994 , 11.985 , 39.984"
"251.991 , 166.9995 , 40.9785","150.9855 , 72.981 , 75.99"
"251.991 , 166.9995 , 40.9785","155.9835 , 8.976 , 26.979"
"251.991 , 166.9995 , 40.9785","89.9895 , 29.988 , 31.977"
"251.991 , 166.9995 , 40.9785","1.989 , 3.978 , 0.9945"
"251.991 , 166.9995 , 40.9785","41.9985 , 48.9855 , 40.9785"
"251.991 , 166.9995 , 40.9785","89.9895 , 95.982 , 81.9825"
"251.991 , 166.9995 , 40.9785","93.993 , 99.9855 , 85.986"
"251.991 , 166.9995 , 40.9785","126.99 , 130.9935 , 116.994"
"251.991 , 166.9995 , 40.9785","157.998 , 161.976 , 147.9765"
"251.991 , 166.9995 , 40.9785","180.999 , 186.9915 , 172.992"
"251.991 , 166.9995 , 40.9785","216.9795 , 218.994 , 205.989"
"251.991 , 166.9995 , 40.9785","246.993 , 247.9875 , 241.995"
"228.99 , 154.989 , 91.9785","228.99 , 154.989 , 91.9785"
"228.99 , 154.989 , 91.9785","255 , 143.9985 , 0"
"228.99 , 154.989 , 91.9785","174.981 , 120.9975 , 60.996"
"228.99 , 154.989 , 91.9785","172.992 , 100.98 , 1.989"
"228.99 , 154.989 , 91.9785","118.983 , 69.9975 , 11.985"
"228.99 , 154.989 , 91.9785","250.9965 , 175.9755 , 153"
"228.99 , 154.989 , 91.9785","251.991 , 112.9905 , 46.9965"
"228.99 , 154.989 , 91.9785","230.979 , 126.99 , 114.9795"
"228.99 , 154.989 , 91.9785","232.9935 , 52.989 , 6.987"
"228.99 , 154.989 , 91.9785","162.996 , 87.975 , 57.987"
"228.99 , 154.989 , 91.9785","165.9795 , 26.979 , 1.989"
"228.99 , 154.989 , 91.9785","120.9975 , 41.9985 , 24.99"
"228.99 , 154.989 , 91.9785","246.993 , 153.9945 , 161.976"
"228.99 , 154.989 , 91.9785","226.9755 , 97.9965 , 100.98"
"228.99 , 154.989 , 91.9785","210.987 , 121.992 , 125.9955"
"228.99 , 154.989 , 91.9785","218.994 , 11.985 , 39.984"
"228.99 , 154.989 , 91.9785","150.9855 , 72.981 , 75.99"
"228.99 , 154.989 , 91.9785","155.9835 , 8.976 , 26.979"
"228.99 , 154.989 , 91.9785","89.9895 , 29.988 , 31.977"
"228.99 , 154.989 , 91.9785","1.989 , 3.978 , 0.9945"
"228.99 , 154.989 , 91.9785","41.9985 , 48.9855 , 40.9785"
"228.99 , 154.989 , 91.9785","89.9895 , 95.982 , 81.9825"
"228.99 , 154.989 , 91.9785","93.993 , 99.9855 , 85.986"
"228.99 , 154.989 , 91.9785","126.99 , 130.9935 , 116.994"
"228.99 , 154.989 , 91.9785","157.998 , 161.976 , 147.9765"
"228.99 , 154.989 , 91.9785","180.999 , 186.9915 , 172.992"
"228.99 , 154.989 , 91.9785","216.9795 , 218.994 , 205.989"
"228.99 , 154.989 , 91.9785","246.993 , 247.9875 , 241.995"
"255 , 143.9985 , 0","255 , 143.9985 , 0"
"255 , 143.9985 , 0","174.981 , 120.9975 , 60.996"
"255 , 143.9985 , 0","172.992 , 100.98 , 1.989"
"255 , 143.9985 , 0","118.983 , 69.9975 , 11.985"
"255 , 143.9985 , 0","250.9965 , 175.9755 , 153"
"255 , 143.9985 , 0","251.991 , 112.9905 , 46.9965"
"255 , 143.9985 , 0","230.979 , 126.99 , 114.9795"
"255 , 143.9985 , 0","232.9935 , 52.989 , 6.987"
"255 , 143.9985 , 0","162.996 , 87.975 , 57.987"
"255 , 143.9985 , 0","165.9795 , 26.979 , 1.989"
"255 , 143.9985 , 0","120.9975 , 41.9985 , 24.99"
"255 , 143.9985 , 0","246.993 , 153.9945 , 161.976"
"255 , 143.9985 , 0","226.9755 , 97.9965 , 100.98"
"255 , 143.9985 , 0","210.987 , 121.992 , 125.9955"
"255 , 143.9985 , 0","218.994 , 11.985 , 39.984"
"255 , 143.9985 , 0","150.9855 , 72.981 , 75.99"
"255 , 143.9985 , 0","155.9835 , 8.976 , 26.979"
"255 , 143.9985 , 0","89.9895 , 29.988 , 31.977"
"255 , 143.9985 , 0","1.989 , 3.978 , 0.9945"
"255 , 143.9985 , 0","41.9985 , 48.9855 , 40.9785"
"255 , 143.9985 , 0","89.9895 , 95.982 , 81.9825"
"255 , 143.9985 , 0","93.993 , 99.9855 , 85.986"
"255 , 143.9985 , 0","126.99 , 130.9935 , 116.994"
"255 , 143.9985 , 0","157.998 , 161.976 , 147.9765"
"255 , 143.9985 , 0","180.999 , 186.9915 , 172.992"
"255 , 143.9985 , 0","216.9795 , 218.994 , 205.989"
"255 , 143.9985 , 0","246.993 , 247.9875 , 241.995"
"174.981 , 120.9975 , 60.996","174.981 , 120.9975 , 60.996"
"174.981 , 120.9975 , 60.996","172.992 , 100.98 , 1.989"
"174.981 , 120.9975 , 60.996","118.983 , 69.9975 , 11.985"
"174.981 , 120.9975 , 60.996","250.9965 , 175.9755 , 153"
"174.981 , 120.9975 , 60.996","251.991 , 112.9905 , 46.9965"
"174.981 , 120.9975 , 60.996","230.979 , 126.99 , 114.9795"
"174.981 , 120.9975 , 60.996","232.9935 , 52.989 , 6.987"
"174.981 , 120.9975 , 60.996","162.996 , 87.975 , 57.987"
"174.981 , 120.9975 , 60.996","165.9795 , 26.979 , 1.989"
"174.981 , 120.9975 , 60.996","120.9975 , 41.9985 , 24.99"
"174.981 , 120.9975 , 60.996","246.993 , 153.9945 , 161.976"
"174.981 , 120.9975 , 60.996","226.9755 , 97.9965 , 100.98"
"174.981 , 120.9975 , 60.996","210.987 , 121.992 , 125.9955"
"174.981 , 120.9975 , 60.996","218.994 , 11.985 , 39.984"
"174.981 , 120.9975 , 60.996","150.9855 , 72.981 , 75.99"
"174.981 , 120.9975 , 60.996","155.9835 , 8.976 , 26.979"
"174.981 , 120.9975 , 60.996","89.9895 , 29.988 , 31.977"
"174.981 , 120.9975 , 60.996","1.989 , 3.978 , 0.9945"
"174.981 , 120.9975 , 60.996","41.9985 , 48.9855 , 40.9785"
"174.981 , 120.9975 , 60.996","89.9895 , 95.982 , 81.9825"
"174.981 , 120.9975 , 60.996","93.993 , 99.9855 , 85.986"
"174.981 , 120.9975 , 60.996","126.99 , 130.9935 , 116.994"
"174.981 , 120.9975 , 60.996","157.998 , 161.976 , 147.9765"
"174.981 , 120.9975 , 60.996","180.999 , 186.9915 , 172.992"
"174.981 , 120.9975 , 60.996","216.9795 , 218.994 , 205.989"
"174.981 , 120.9975 , 60.996","246.993 , 247.9875 , 241.995"
"172.992 , 100.98 , 1.989","172.992 , 100.98 , 1.989"
"172.992 , 100.98 , 1.989","118.983 , 69.9975 , 11.985"
"172.992 , 100.98 , 1.989","250.9965 , 175.9755 , 153"
"172.992 , 100.98 , 1.989","251.991 , 112.9905 , 46.9965"
"172.992 , 100.98 , 1.989","230.979 , 126.99 , 114.9795"
"172.992 , 100.98 , 1.989","232.9935 , 52.989 , 6.987"
"172.992 , 100.98 , 1.989","162.996 , 87.975 , 57.987"
"172.992 , 100.98 , 1.989","165.9795 , 26.979 , 1.989"
"172.992 , 100.98 , 1.989","120.9975 , 41.9985 , 24.99"
"172.992 , 100.98 , 1.989","246.993 , 153.9945 , 161.976"
"172.992 , 100.98 , 1.989","226.9755 , 97.9965 , 100.98"
"172.992 , 100.98 , 1.989","210.987 , 121.992 , 125.9955"
"172.992 , 100.98 , 1.989","218.994 , 11.985 , 39.984"
"172.992 , 100.98 , 1.989","150.9855 , 72.981 , 75.99"
"172.992 , 100.98 , 1.989","155.9835 , 8.976 , 26.979"
"172.992 , 100.98 , 1.989","89.9895 , 29.988 , 31.977"
"172.992 , 100.98 , 1.989","1.989 , 3.978 , 0.9945"
"172.992 , 100.98 , 1.989","41.9985 , 48.9855 , 40.9785"
"172.992 , 100.98 , 1.989","89.9895 , 95.982 , 81.9825"
"172.992 , 100.98 , 1.989","93.993 , 99.9855 , 85.986"
"172.992 , 100.98 , 1.989","126.99 , 130.9935 , 116.994"
"172.992 , 100.98 , 1.989","157.998 , 161.976 , 147.9765"
"172.992 , 100.98 , 1.989","180.999 , 186.9915 , 172.992"
"172.992 , 100.98 , 1.989","216.9795 , 218.994 , 205.989"
"172.992 , 100.98 , 1.989","246.993 , 247.9875 , 241.995"
"118.983 , 69.9975 , 11.985","118.983 , 69.9975 , 11.985"
"118.983 , 69.9975 , 11.985","250.9965 , 175.9755 , 153"
"118.983 , 69.9975 , 11.985","251.991 , 112.9905 , 46.9965"
"118.983 , 69.9975 , 11.985","230.979 , 126.99 , 114.9795"
"118.983 , 69.9975 , 11.985","232.9935 , 52.989 , 6.987"
"118.983 , 69.9975 , 11.985","162.996 , 87.975 , 57.987"
"118.983 , 69.9975 , 11.985","165.9795 , 26.979 , 1.989"
"118.983 , 69.9975 , 11.985","120.9975 , 41.9985 , 24.99"
"118.983 , 69.9975 , 11.985","246.993 , 153.9945 , 161.976"
"118.983 , 69.9975 , 11.985","226.9755 , 97.9965 , 100.98"
"118.983 , 69.9975 , 11.985","210.987 , 121.992 , 125.9955"
"118.983 , 69.9975 , 11.985","218.994 , 11.985 , 39.984"
"118.983 , 69.9975 , 11.985","150.9855 , 72.981 , 75.99"
"118.983 , 69.9975 , 11.985","155.9835 , 8.976 , 26.979"
"118.983 , 69.9975 , 11.985","89.9895 , 29.988 , 31.977"
"118.983 , 69.9975 , 11.985","1.989 , 3.978 , 0.9945"
"118.983 , 69.9975 , 11.985","41.9985 , 48.9855 , 40.9785"
"118.983 , 69.9975 , 11.985","89.9895 , 95.982 , 81.9825"
"118.983 , 69.9975 , 11.985","93.993 , 99.9855 , 85.986"
"118.983 , 69.9975 , 11.985","126.99 , 130.9935 , 116.994"
"118.983 , 69.9975 , 11.985","157.998 , 161.976 , 147.9765"
"118.983 , 69.9975 , 11.985","180.999 , 186.9915 , 172.992"
"118.983 , 69.9975 , 11.985","216.9795 , 218.994 , 205.989"
"118.983 , 69.9975 , 11.985","246.993 , 247.9875 , 241.995"
"250.9965 , 175.9755 , 153","250.9965 , 175.9755 , 153"
"250.9965 , 175.9755 , 153","251.991 , 112.9905 , 46.9965"
"250.9965 , 175.9755 , 153","230.979 , 126.99 , 114.9795"
"250.9965 , 175.9755 , 153","232.9935 , 52.989 , 6.987"
"250.9965 , 175.9755 , 153","162.996 , 87.975 , 57.987"
"250.9965 , 175.9755 , 153","165.9795 , 26.979 , 1.989"
"250.9965 , 175.9755 , 153","120.9975 , 41.9985 , 24.99"
"250.9965 , 175.9755 , 153","246.993 , 153.9945 , 161.976"
"250.9965 , 175.9755 , 153","226.9755 , 97.9965 , 100.98"
"250.9965 , 175.9755 , 153","210.987 , 121.992 , 125.9955"
"250.9965 , 175.9755 , 153","218.994 , 11.985 , 39.984"
"250.9965 , 175.9755 , 153","150.9855 , 72.981 , 75.99"
"250.9965 , 175.9755 , 153","155.9835 , 8.976 , 26.979"
"250.9965 , 175.9755 , 153","89.9895 , 29.988 , 31.977"
"250.9965 , 175.9755 , 153","1.989 , 3.978 , 0.9945"
"250.9965 , 175.9755 , 153","41.9985 , 48.9855 , 40.9785"
"250.9965 , 175.9755 , 153","89.9895 , 95.982 , 81.9825"
"250.9965 , 175.9755 , 153","93.993 , 99.9855 , 85.986"
"250.9965 , 175.9755 , 153","126.99 , 130.9935 , 116.994"
"250.9965 , 175.9755 , 153","157.998 , 161.976 , 147.9765"
"250.9965 , 175.9755 , 153","180.999 , 186.9915 , 172.992"
"250.9965 , 175.9755 , 153","216.9795 , 218.994 , 205.989"
"250.9965 , 175.9755 , 153","246.993 , 247.9875 , 241.995"
"251.991 , 112.9905 , 46.9965","251.991 , 112.9905 , 46.9965"
"251.991 , 112.9905 , 46.9965","230.979 , 126.99 , 114.9795"
"251.991 , 112.9905 , 46.9965","232.9935 , 52.989 , 6.987"
"251.991 , 112.9905 , 46.9965","162.996 , 87.975 , 57.987"
"251.991 , 112.9905 , 46.9965","165.9795 , 26.979 , 1.989"
"251.991 , 112.9905 , 46.9965","120.9975 , 41.9985 , 24.99"
"251.991 , 112.9905 , 46.9965","246.993 , 153.9945 , 161.976"
"251.991 , 112.9905 , 46.9965","226.9755 , 97.9965 , 100.98"
"251.991 , 112.9905 , 46.9965","210.987 , 121.992 , 125.9955"
"251.991 , 112.9905 , 46.9965","218.994 , 11.985 , 39.984"
"251.991 , 112.9905 , 46.9965","150.9855 , 72.981 , 75.99"
"251.991 , 112.9905 , 46.9965","155.9835 , 8.976 , 26.979"
"251.991 , 112.9905 , 46.9965","89.9895 , 29.988 , 31.977"
"251.991 , 112.9905 , 46.9965","1.989 , 3.978 , 0.9945"
"251.991 , 112.9905 , 46.9965","41.9985 , 48.9855 , 40.9785"
"251.991 , 112.9905 , 46.9965","89.9895 , 95.982 , 81.9825"
"251.991 , 112.9905 , 46.9965","93.993 , 99.9855 , 85.986"
"251.991 , 112.9905 , 46.9965","126.99 , 130.9935 , 116.994"
"251.991 , 112.9905 , 46.9965","157.998 , 161.976 , 147.9765"
"251.991 , 112.9905 , 46.9965","180.999 , 186.9915 , 172.992"
"251.991 , 112.9905 , 46.9965","216.9795 , 218.994 , 205.989"
"251.991 , 112.9905 , 46.9965","246.993 , 247.9875 , 241.995"
"230.979 , 126.99 , 114.9795","230.979 , 126.99 , 114.9795"
"230.979 , 126.99 , 114.9795","232.9935 , 52.989 , 6.987"
"230.979 , 126.99 , 114.9795","162.996 , 87.975 , 57.987"
"230.979 , 126.99 , 114.9795","165.9795 , 26.979 , 1.989"
"230.979 , 126.99 , 114.9795","120.9975 , 41.9985 , 24.99"
"230.979 , 126.99 , 114.9795","246.993 , 153.9945 , 161.976"
"230.979 , 126.99 , 114.9795","226.9755 , 97.9965 , 100.98"
"230.979 , 126.99 , 114.9795","210.987 , 121.992 , 125.9955"
"230.979 , 126.99 , 114.9795","218.994 , 11.985 , 39.984"
"230.979 , 126.99 , 114.9795","150.9855 , 72.981 , 75.99"
"230.979 , 126.99 , 114.9795","155.9835 , 8.976 , 26.979"
"230.979 , 126.99 , 114.9795","89.9895 , 29.988 , 31.977"
"230.979 , 126.99 , 114.9795","1.989 , 3.978 , 0.9945"
"230.979 , 126.99 , 114.9795","41.9985 , 48.9855 , 40.9785"
"230.979 , 126.99 , 114.9795","89.9895 , 95.982 , 81.9825"
"230.979 , 126.99 , 114.9795","93.993 , 99.9855 , 85.986"
"230.979 , 126.99 , 114.9795","126.99 , 130.9935 , 116.994"
"230.979 , 126.99 , 114.9795","157.998 , 161.976 , 147.9765"
"230.979 , 126.99 , 114.9795","180.999 , 186.9915 , 172.992"
"230.979 , 126.99 , 114.9795","216.9795 , 218.994 , 205.989"
"230.979 , 126.99 , 114.9795","246.993 , 247.9875 , 241.995"
"232.9935 , 52.989 , 6.987","232.9935 , 52.989 , 6.987"
"232.9935 , 52.989 , 6.987","162.996 , 87.975 , 57.987"
"232.9935 , 52.989 , 6.987","165.9795 , 26.979 , 1.989"
"232.9935 , 52.989 , 6.987","120.9975 , 41.9985 , 24.99"
"232.9935 , 52.989 , 6.987","246.993 , 153.9945 , 161.976"
"232.9935 , 52.989 , 6.987","226.9755 , 97.9965 , 100.98"
"232.9935 , 52.989 , 6.987","210.987 , 121.992 , 125.9955"
"232.9935 , 52.989 , 6.987","218.994 , 11.985 , 39.984"
"232.9935 , 52.989 , 6.987","150.9855 , 72.981 , 75.99"
"232.9935 , 52.989 , 6.987","155.9835 , 8.976 , 26.979"
"232.9935 , 52.989 , 6.987","89.9895 , 29.988 , 31.977"
"232.9935 , 52.989 , 6.987","1.989 , 3.978 , 0.9945"
"232.9935 , 52.989 , 6.987","41.9985 , 48.9855 , 40.9785"
"232.9935 , 52.989 , 6.987","89.9895 , 95.982 , 81.9825"
"232.9935 , 52.989 , 6.987","93.993 , 99.9855 , 85.986"
"232.9935 , 52.989 , 6.987","126.99 , 130.9935 , 116.994"
"232.9935 , 52.989 , 6.987","157.998 , 161.976 , 147.9765"
"232.9935 , 52.989 , 6.987","180.999 , 186.9915 , 172.992"
"232.9935 , 52.989 , 6.987","216.9795 , 218.994 , 205.989"
"232.9935 , 52.989 , 6.987","246.993 , 247.9875 , 241.995"
"162.996 , 87.975 , 57.987","162.996 , 87.975 , 57.987"
"162.996 , 87.975 , 57.987","165.9795 , 26.979 , 1.989"
"162.996 , 87.975 , 57.987","120.9975 , 41.9985 , 24.99"
"162.996 , 87.975 , 57.987","246.993 , 153.9945 , 161.976"
"162.996 , 87.975 , 57.987","226.9755 , 97.9965 , 100.98"
"162.996 , 87.975 , 57.987","210.987 , 121.992 , 125.9955"
"162.996 , 87.975 , 57.987","218.994 , 11.985 , 39.984"
"162.996 , 87.975 , 57.987","150.9855 , 72.981 , 75.99"
"162.996 , 87.975 , 57.987","155.9835 , 8.976 , 26.979"
"162.996 , 87.975 , 57.987","89.9895 , 29.988 , 31.977"
"162.996 , 87.975 , 57.987","1.989 , 3.978 , 0.9945"
"162.996 , 87.975 , 57.987","41.9985 , 48.9855 , 40.9785"
"162.996 , 87.975 , 57.987","89.9895 , 95.982 , 81.9825"
"162.996 , 87.975 , 57.987","93.993 , 99.9855 , 85.986"
"162.996 , 87.975 , 57.987","126.99 , 130.9935 , 116.994"
"162.996 , 87.975 , 57.987","157.998 , 161.976 , 147.9765"
"162.996 , 87.975 , 57.987","180.999 , 186.9915 , 172.992"
"162.996 , 87.975 , 57.987","216.9795 , 218.994 , 205.989"
"162.996 , 87.975 , 57.987","246.993 , 247.9875 , 241.995"
"165.9795 , 26.979 , 1.989","165.9795 , 26.979 , 1.989"
"165.9795 , 26.979 , 1.989","120.9975 , 41.9985 , 24.99"
"165.9795 , 26.979 , 1.989","246.993 , 153.9945 , 161.976"
"165.9795 , 26.979 , 1.989","226.9755 , 97.9965 , 100.98"
"165.9795 , 26.979 , 1.989","210.987 , 121.992 , 125.9955"
"165.9795 , 26.979 , 1.989","218.994 , 11.985 , 39.984"
"165.9795 , 26.979 , 1.989","150.9855 , 72.981 , 75.99"
"165.9795 , 26.979 , 1.989","155.9835 , 8.976 , 26.979"
"165.9795 , 26.979 , 1.989","89.9895 , 29.988 , 31.977"
"165.9795 , 26.979 , 1.989","1.989 , 3.978 , 0.9945"
"165.9795 , 26.979 , 1.989","41.9985 , 48.9855 , 40.9785"
"165.9795 , 26.979 , 1.989","89.9895 , 95.982 , 81.9825"
"165.9795 , 26.979 , 1.989","93.993 , 99.9855 , 85.986"
"165.9795 , 26.979 , 1.989","126.99 , 130.9935 , 116.994"
